"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 27 04:48:23 GMT 2024","Wed Mar 27 04:48:25 GMT 2024","1626","","Add and purchase the item","","","","Add and purchase the item",""
